,TSO_Hokkaido,TSO_Tohoku,TSO_Tokyo,TSO_Hokuriku,TSO_Chubu,TSO_Chugoku,TSO_Kansai,TSO_Shikoku,TSO_Kyushu,TSO_Okinawa
2019/3/20 14:00,-3.318,-9.35,-32.11,-3.471,-16.729,-6.804,-17.582,-3.12,-9.311,-0.8602
2019/3/20 15:00,-3.394,-9.18,-31.97,-3.449,-16.359,-6.717,-17.245,-3.05,-9.224,-0.8541
2019/3/20 16:00,-3.558,-9.27,-32.43,-3.461,-16.446,-6.711,-17.274,-3.15,-9.447,-0.8454
2019/3/20 17:00,-3.697,-9.28,-32.99,-3.42,-16.325,-6.814,-17.157,-3.16,-9.615,-0.8288
2019/3/20 18:00,-3.828,-9.59,-34.06,-3.466,-16.761,-7.199,-17.554,-3.33,-10.061,-0.8482
2019/3/20 19:00,-3.733,-9.34,-33.21,-3.382,-16.319,-7.066,-17.189,-3.29,-9.953,-0.8722
2019/3/20 20:00,-3.563,-9.02,-32.19,-3.284,-15.779,-6.804,-16.616,-3.18,-9.611,-0.842
2019/3/20 21:00,-3.385,-8.6,-30.92,-3.177,-15.477,-6.474,-16.004,-3,-9.177,-0.8027
2019/3/20 22:00,-3.294,-8.51,-29.89,-3.141,-14.898,-6.167,-15.326,-2.81,-8.82,-0.7538
2019/3/20 23:00,-3.395,-8.37,-28.07,-3.093,-14.467,-6.126,-14.747,-2.7,-8.359,-0.7028
2019/3/21 0:00,-3.324,-8.1,-26.18,-3.015,-13.679,-5.95,-13.874,-2.61,-7.853,-0.6553
2019/3/21 1:00,-3.423,-8.35,-25.16,-3.148,-13.421,-6.025,-13.608,-2.67,-7.928,-0.6366
2019/3/21 2:00,-3.522,-8.6,-24.97,-3.363,-13.535,-6.402,-14.085,-2.86,-8.46,-0.6506
2019/3/21 3:00,-3.582,-8.86,-24.98,-3.453,-13.583,-6.715,-14.182,-3.03,-8.859,-0.6766
2019/3/21 4:00,-3.609,-9.07,-25.04,-3.46,-13.449,-6.736,-13.976,-3.03,-8.921,-0.6773
2019/3/21 5:00,-3.593,-9.16,-25.34,-3.323,-13.338,-6.354,-13.41,-2.86,-8.54,-0.6611
2019/3/21 6:00,-3.477,-8.94,-26.15,-3.097,-13.79,-6.298,-13.627,-2.68,-8.236,-0.6555
2019/3/21 7:00,-3.338,-8.77,-27.94,-3.041,-14.768,-6.542,-14.542,-2.71,-8.428,-0.6985
2019/3/21 8:00,-3.499,-9.33,-30.19,-3.249,-16.689,-7.05,-15.924,-2.94,-8.955,-0.7776
2019/3/21 9:00,-3.586,-9.72,-32.08,-3.405,-17.648,-7.212,-16.725,-2.92,-9.367,-0.8339
2019/3/21 10:00,-3.486,-9.56,-31.49,-3.395,-17.537,-7.016,-16.588,-2.88,-9.319,-0.8606
2019/3/21 11:00,-3.405,-9.64,-30.13,-3.324,-17.262,-6.723,-16.396,-2.75,-9.179,-0.8737
2019/3/21 12:00,-3.272,-9.25,-29.25,-3.096,-16.299,-6.297,-15.667,-2.65,-8.889,-0.8955
2019/3/21 13:00,-3.345,-9.22,-29.65,-3.131,-16.787,-6.343,-15.919,-2.7,-8.848,-0.9028
2019/3/21 14:00,-3.415,-9.12,-29.86,-3.143,-16.768,-6.372,-15.966,-2.66,-8.667,-0.8961
2019/3/21 15:00,-3.475,-9.04,-29.62,-3.091,-16.533,-6.348,-15.895,-2.65,-8.513,-0.8834
2019/3/21 16:00,-3.526,-9.23,-30.07,-3.116,-16.682,-6.372,-15.931,-2.75,-8.732,-0.8859
2019/3/21 17:00,-3.747,-9.58,-31.09,-3.141,-16.698,-6.48,-16.067,-2.88,-8.94,-0.8721
2019/3/21 18:00,-3.863,-9.83,-32.65,-3.233,-16.919,-6.859,-16.475,-2.98,-9.476,-0.8877
2019/3/21 19:00,-3.846,-9.56,-32.16,-3.147,-16.324,-6.796,-16.322,-2.95,-9.521,-0.9158
2019/3/21 20:00,-3.73,-9.18,-31.25,-3.057,-15.768,-6.597,-15.886,-2.85,-9.217,-0.8933
2019/3/21 21:00,-3.563,-8.68,-29.92,-2.953,-15.196,-6.263,-15.261,-2.68,-8.85,-0.8517
2019/3/21 22:00,-3.423,-8.23,-28.35,-2.967,-14.516,-5.921,-14.535,-2.51,-8.412,-0.7916
2019/3/21 23:00,-3.515,-8.04,-26.73,-2.937,-13.991,-5.781,-13.913,-2.44,-8.016,-0.7371
2019/3/22 0:00,-3.419,-7.74,-24.97,-2.895,-13.126,-5.684,-13.223,-2.37,-7.576,-0.6812
2019/3/22 1:00,-3.561,-7.98,-24.14,-3.019,-13.086,-5.796,-13.018,-2.46,-7.664,-0.6597
2019/3/22 2:00,-3.63,-8.39,-24.03,-3.269,-13.181,-6.247,-13.482,-2.68,-8.21,-0.6716
2019/3/22 3:00,-3.704,-8.64,-24.14,-3.399,-13.272,-6.589,-13.785,-2.86,-8.711,-0.6939
2019/3/22 4:00,-3.8,-8.91,-24.42,-3.397,-13.172,-6.561,-13.555,-2.89,-8.95,-0.6872
2019/3/22 5:00,-3.844,-9.12,-25.09,-3.316,-13.173,-6.312,-13.253,-2.79,-8.866,-0.6738
2019/3/22 6:00,-3.875,-9.13,-26.52,-3.229,-13.717,-6.414,-13.889,-2.73,-8.995,-0.6888
2019/3/22 7:00,-3.66,-9.13,-28.2,-3.248,-14.63,-6.593,-15.203,-2.79,-9.231,-0.7454
2019/3/22 8:00,-3.82,-9.82,-30.07,-3.615,-16.311,-7.202,-16.797,-3.11,-9.679,-0.8197
2019/3/22 9:00,-3.94,-10.32,-31.62,-3.812,-17.146,-7.519,-17.718,-3.22,-9.979,-0.8709
2019/3/22 10:00,-3.835,-10.26,-32,-3.845,-17.132,-7.347,-17.753,-3.19,-9.863,-0.8769
2019/3/22 11:00,-3.853,-9.97,-32.33,-3.863,-16.94,-7.204,-17.849,-3.12,-9.775,-0.8889
2019/3/22 12:00,-3.662,-9.53,-31.38,-3.652,-15.742,-6.585,-17.017,-2.93,-9.219,-0.8867
2019/3/22 13:00,-3.823,-9.98,-32.62,-3.82,-16.577,-6.916,-17.777,-3.09,-9.478,-0.8872
2019/3/22 14:00,-3.807,-10.04,-31.93,-3.81,-16.581,-6.984,-17.86,-3.06,-9.384,-0.9001
2019/3/22 15:00,-3.848,-10.02,-31.32,-3.763,-16.243,-6.876,-18.017,-3.13,-9.153,-0.8718
2019/3/22 16:00,-3.892,-10.34,-31.91,-3.763,-16.554,-6.946,-18.221,-3.19,-9.361,-0.8599
2019/3/22 17:00,-4.017,-10.42,-32.76,-3.724,-16.438,-6.978,-18.276,-3.21,-9.652,-0.844
2019/3/22 18:00,-4.201,-10.52,-33.76,-3.776,-17.005,-7.482,-18.564,-3.37,-10.059,-0.8649
2019/3/22 19:00,-4.116,-10.19,-33.04,-3.654,-16.708,-7.494,-18.281,-3.32,-10.218,-0.8718
2019/3/22 20:00,-4.006,-9.76,-32.04,-3.562,-16.344,-7.329,-17.648,-3.19,-9.924,-0.8353
2019/3/22 21:00,-3.903,-9.29,-30.89,-3.443,-15.937,-7.036,-17.068,-3.02,-9.544,-0.797
2019/3/22 22:00,-3.755,-9.12,-29.92,-3.39,-15.488,-6.722,-16.421,-2.81,-9.129,-0.7463
2019/3/22 23:00,-3.878,-9.08,-28.27,-3.355,-14.916,-6.406,-15.572,-2.71,-8.645,-0.6912
2019/3/23 0:00,-3.847,-8.81,-26.42,-3.252,-14.202,-6.228,-14.553,-2.62,-8.169,-0.6376
2019/3/23 1:00,-3.895,-9.08,-25.49,-3.341,-13.91,-6.297,-14.218,-2.71,-8.263,-0.6167
2019/3/23 2:00,-4.007,-9.3,-25.27,-3.541,-13.901,-6.65,-14.582,-2.94,-8.668,-0.6303
2019/3/23 3:00,-4.114,-9.49,-25.31,-3.643,-13.997,-6.97,-14.698,-3.11,-9.132,-0.6544
2019/3/23 4:00,-4.184,-9.65,-25.43,-3.603,-13.769,-6.927,-14.509,-3.12,-9.295,-0.6568
2019/3/23 5:00,-4.152,-9.74,-26.03,-3.49,-13.598,-6.685,-14.177,-3.02,-9.115,-0.6372
2019/3/23 6:00,-3.999,-9.51,-27.25,-3.342,-13.722,-6.777,-14.555,-2.88,-9.076,-0.626
2019/3/23 7:00,-3.788,-9.22,-29.43,-3.195,-14.062,-7.071,-15.367,-2.77,-9.279,-0.6829
2019/3/23 8:00,-3.812,-9.75,-32.81,-3.281,-15.242,-7.483,-16.684,-2.92,-9.666,-0.7596
2019/3/23 9:00,-3.765,-10.21,-35.14,-3.407,-15.84,-7.472,-17.283,-2.97,-9.829,-0.7923
2019/3/23 10:00,-3.769,-10.25,-35.48,-3.382,-15.724,-7.181,-17.004,-2.88,-9.66,-0.7942
2019/3/23 11:00,-3.775,-9.97,-35.43,-3.354,-15.324,-6.951,-16.825,-2.89,-9.394,-0.7882
2019/3/23 12:00,-3.485,-9.51,-34.37,-3.186,-14.667,-6.731,-16.257,-2.68,-9.004,-0.7745
2019/3/23 13:00,-3.516,-9.48,-33.85,-3.141,-14.766,-6.91,-16.25,-2.76,-8.919,-0.81
2019/3/23 14:00,-3.449,-9.39,-33.51,-3.085,-14.244,-6.807,-16.144,-2.8,-8.653,-0.7993
2019/3/23 15:00,-3.485,-9.27,-33.38,-3.041,-13.862,-6.666,-16.325,-2.86,-8.565,-0.8123
2019/3/23 16:00,-3.606,-9.63,-34.21,-3.12,-14.16,-6.778,-16.813,-2.96,-8.775,-0.8268
2019/3/23 17:00,-3.853,-9.86,-35.56,-3.2,-14.497,-6.998,-17.261,-3.07,-9.119,-0.8371
2019/3/23 18:00,-4.112,-10.36,-36.94,-3.358,-15.649,-7.409,-17.889,-3.25,-9.783,-0.8655
2019/3/23 19:00,-4.056,-10.17,-36.48,-3.34,-15.646,-7.531,-17.847,-3.28,-10.128,-0.8725
2019/3/23 20:00,-3.995,-9.92,-35.42,-3.292,-15.431,-7.328,-17.507,-3.21,-9.912,-0.8528
2019/3/23 21:00,-3.851,-9.47,-33.93,-3.188,-15.014,-7.032,-16.941,-3.05,-9.542,-0.8138
2019/3/23 22:00,-3.73,-9.24,-32.18,-3.158,-14.285,-6.651,-16.298,-2.85,-9.076,-0.7691
2019/3/23 23:00,-3.846,-9.29,-30.4,-3.194,-13.978,-6.439,-15.669,-2.78,-8.532,-0.7162
2019/3/24 0:00,-3.763,-9.05,-28.44,-3.136,-13.457,-6.329,-14.895,-2.72,-8.032,-0.6734
2019/3/24 1:00,-3.851,-9.27,-27.44,-3.258,-13.255,-6.306,-14.52,-2.8,-8.111,-0.649
2019/3/24 2:00,-3.972,-9.53,-27.01,-3.489,-13.307,-6.646,-14.777,-2.98,-8.623,-0.6631
2019/3/24 3:00,-4.074,-9.77,-26.79,-3.531,-13.317,-6.798,-14.743,-3.1,-9.139,-0.6936
2019/3/24 4:00,-4.194,-9.89,-26.75,-3.46,-13.037,-6.794,-14.268,-3.08,-9.396,-0.6907
2019/3/24 5:00,-4.162,-9.81,-27.18,-3.311,-12.848,-6.518,-13.643,-2.92,-9.271,-0.6679
2019/3/24 6:00,-4.029,-9.62,-27.67,-3.139,-12.892,-6.419,-13.929,-2.74,-9.067,-0.6424
2019/3/24 7:00,-3.786,-9.22,-27.87,-3.015,-13.125,-6.448,-14.539,-2.56,-8.823,-0.6545
2019/3/24 8:00,-3.693,-9.41,-28.47,-3.016,-13.29,-6.312,-15.165,-2.49,-8.51,-0.6791
2019/3/24 9:00,-3.53,-9.45,-29.15,-3.043,-13.479,-6.178,-15.725,-2.45,-8.076,-0.7084
2019/3/24 10:00,-3.337,-9.21,-29.19,-2.949,-12.989,-6.119,-15.699,-2.44,-8.058,-0.7535
2019/3/24 11:00,-3.256,-8.91,-28.8,-2.91,-13.2,-6.026,-15.394,-2.41,-8.132,-0.752
2019/3/24 12:00,-3.357,-8.99,-28.23,-2.824,-12.786,-5.822,-15.227,-2.41,-8.089,-0.7676
2019/3/24 13:00,-3.375,-8.69,-27.44,-2.8,-12.381,-5.707,-14.883,-2.37,-7.864,-0.7572
2019/3/24 14:00,-3.317,-8.58,-26.79,-2.717,-12.078,-5.554,-14.726,-2.33,-7.546,-0.7466
2019/3/24 15:00,-3.341,-8.73,-26.86,-2.676,-12.128,-5.597,-14.792,-2.34,-7.475,-0.7616
2019/3/24 16:00,-3.416,-9.01,-27.99,-2.793,-12.525,-5.8,-15.167,-2.48,-7.864,-0.7569
2019/3/24 17:00,-3.678,-9.66,-30.47,-2.937,-13.386,-6.266,-15.863,-2.73,-8.404,-0.7705
2019/3/24 18:00,-3.994,-10.4,-33.74,-3.162,-14.651,-6.867,-16.935,-2.96,-9.24,-0.8319
2019/3/24 19:00,-3.977,-10.31,-34.14,-3.226,-14.949,-7.097,-17.198,-3.07,-9.728,-0.8569
2019/3/24 20:00,-3.885,-10.05,-33.91,-3.185,-14.864,-6.974,-17.112,-3.04,-9.714,-0.8436
2019/3/24 21:00,-3.738,-9.6,-32.82,-3.122,-14.458,-6.76,-16.536,-2.89,-9.477,-0.8038
2019/3/24 22:00,-3.599,-9.04,-31.05,-3.103,-13.665,-6.381,-15.551,-2.7,-9.086,-0.7581
2019/3/24 23:00,-3.76,-9.11,-29.19,-3.146,-13.259,-6.067,-14.875,-2.61,-8.577,-0.7031
2019/3/25 0:00,-3.69,-8.91,-27.16,-3.117,-12.709,-5.958,-14.053,-2.58,-8.172,-0.6564
2019/3/25 1:00,-3.792,-9.21,-26.14,-3.204,-12.674,-6.128,-13.813,-2.7,-8.332,-0.6365
2019/3/25 2:00,-3.915,-9.54,-25.97,-3.367,-12.92,-6.51,-14.243,-2.93,-8.888,-0.6597
2019/3/25 3:00,-3.967,-9.74,-25.9,-3.465,-13.17,-6.801,-14.458,-3.1,-9.363,-0.6787
2019/3/25 4:00,-4.015,-9.93,-26.38,-3.488,-13.442,-6.797,-14.445,-3.13,-9.622,-0.6896
2019/3/25 5:00,-3.963,-10.19,-28.16,-3.442,-14.073,-6.752,-14.618,-3.12,-9.781,-0.676
2019/3/25 6:00,-3.895,-10.38,-31.03,-3.464,-15.263,-7.119,-15.837,-3.16,-10.213,-0.685
2019/3/25 7:00,-3.632,-10.2,-33.15,-3.475,-16.507,-7.341,-17.131,-3.11,-10.387,-0.7206
2019/3/25 8:00,-3.611,-10.7,-35.22,-3.735,-18.228,-7.703,-18.743,-3.28,-10.584,-0.7616
2019/3/25 9:00,-3.72,-10.88,-36.36,-3.813,-18.837,-7.802,-19.455,-3.27,-10.893,-0.7982
2019/3/25 10:00,-3.653,-10.64,-35.95,-3.76,-18.379,-7.725,-19.2,-3.23,-10.765,-0.8185
2019/3/25 11:00,-3.681,-10.63,-35.39,-3.703,-17.967,-7.605,-18.896,-3.28,-10.738,-0.8157
2019/3/25 12:00,-3.542,-9.8,-33.46,-3.443,-16.49,-7.079,-17.678,-3.14,-10.223,-0.7958
2019/3/25 13:00,-3.675,-10,-34.28,-3.584,-17.39,-7.415,-18.561,-3.32,-10.512,-0.8435
2019/3/25 14:00,-3.674,-10.02,-34.02,-3.546,-17.448,-7.361,-18.541,-3.29,-10.545,-0.823
2019/3/25 15:00,-3.632,-9.8,-34.11,-3.523,-17.236,-7.238,-18.359,-3.3,-10.535,-0.8249
2019/3/25 16:00,-3.682,-9.91,-34.25,-3.55,-17.486,-7.383,-18.551,-3.41,-10.835,-0.845
2019/3/25 17:00,-3.787,-9.93,-35.51,-3.552,-17.585,-7.588,-18.685,-3.52,-11.03,-0.8532
2019/3/25 18:00,-3.972,-10.25,-36.9,-3.636,-17.954,-7.833,-18.974,-3.62,-11.377,-0.8774
2019/3/25 19:00,-3.896,-9.94,-36.12,-3.535,-17.39,-7.655,-18.528,-3.53,-11.284,-0.8769
2019/3/25 20:00,-3.736,-9.56,-35.02,-3.466,-16.886,-7.37,-17.857,-3.4,-10.855,-0.8484
2019/3/25 21:00,-3.602,-9.06,-33.49,-3.351,-16.465,-7.146,-17.206,-3.2,-10.306,-0.8004
2019/3/25 22:00,-3.452,-8.9,-31.96,-3.306,-15.704,-6.766,-16.319,-2.96,-9.778,-0.7396
2019/3/25 23:00,-3.528,-8.79,-29.6,-3.266,-15.064,-6.472,-15.443,-2.82,-9.087,-0.6859
2019/3/26 0:00,-3.439,-8.54,-27.24,-3.183,-14.217,-6.41,-14.321,-2.73,-8.481,-0.6316
2019/3/26 1:00,-3.581,-8.82,-26.09,-3.31,-13.956,-6.514,-14.095,-2.83,-8.496,-0.6143
2019/3/26 2:00,-3.679,-9.15,-25.89,-3.528,-14.115,-6.81,-14.511,-3.04,-8.966,-0.6317
2019/3/26 3:00,-3.786,-9.44,-25.88,-3.675,-14.161,-7.147,-14.683,-3.19,-9.465,-0.6563
2019/3/26 4:00,-3.856,-9.72,-26.23,-3.698,-14.167,-7.214,-14.568,-3.21,-9.695,-0.6636
2019/3/26 5:00,-3.797,-9.97,-27.48,-3.661,-14.385,-7.07,-14.544,-3.16,-9.734,-0.6486
2019/3/26 6:00,-3.645,-9.78,-29.62,-3.638,-15.266,-7.295,-15.557,-3.16,-10.07,-0.6566
2019/3/26 7:00,-3.465,-9.5,-32.19,-3.523,-16.315,-7.457,-16.77,-3.19,-10.122,-0.6828
2019/3/26 8:00,-3.723,-9.94,-36.07,-3.648,-18.317,-7.402,-18.217,-3.31,-10.266,-0.7446
2019/3/26 9:00,-3.918,-10.22,-37.72,-3.708,-18.985,-7.384,-18.789,-3.29,-10.022,-0.7727
2019/3/26 10:00,-3.936,-10.07,-37.52,-3.656,-18.517,-7.159,-18.613,-3.25,-9.811,-0.8061
2019/3/26 11:00,-3.952,-9.82,-37.11,-3.62,-18.083,-6.998,-18.453,-3.23,-9.878,-0.8166
2019/3/26 12:00,-3.702,-9.22,-34.46,-3.365,-16.549,-6.475,-17.238,-3.01,-9.451,-0.8101
2019/3/26 13:00,-3.794,-9.57,-34.36,-3.536,-17.215,-6.849,-17.848,-3.16,-9.625,-0.8273
2019/3/26 14:00,-3.717,-9.54,-33.35,-3.53,-16.997,-6.824,-17.683,-3.1,-9.401,-0.8237
2019/3/26 15:00,-3.66,-9.5,-33.01,-3.485,-16.738,-6.677,-17.497,-3.04,-9.287,-0.818
2019/3/26 16:00,-3.701,-9.57,-33.57,-3.498,-16.877,-6.737,-17.592,-3.11,-9.542,-0.8257
2019/3/26 17:00,-3.752,-9.64,-34.22,-3.498,-16.777,-6.775,-17.518,-3.14,-9.595,-0.7875
2019/3/26 18:00,-3.905,-9.94,-36.04,-3.566,-17.365,-7.113,-17.769,-3.28,-10.003,-0.8154
2019/3/26 19:00,-3.837,-9.71,-35.5,-3.496,-16.943,-7.091,-17.569,-3.29,-10.175,-0.8538
2019/3/26 20:00,-3.693,-9.36,-34.53,-3.42,-16.522,-6.928,-16.953,-3.19,-9.97,-0.8278
2019/3/26 21:00,-3.529,-8.98,-33.3,-3.294,-16.002,-6.626,-16.314,-3.01,-9.539,-0.7844
2019/3/26 22:00,-3.365,-8.8,-31.98,-3.264,-15.38,-6.321,-15.605,-2.8,-9.117,-0.7318
2019/3/26 23:00,-3.493,-8.67,-29.81,-3.25,-14.73,-6.162,-14.85,-2.69,-8.604,-0.6737
2019/3/27 0:00,-3.546,-8.46,-27.45,-3.149,-13.932,-6.066,-13.907,-2.61,-8.112,-0.6228
2019/3/27 1:00,-3.658,-8.76,-26.32,-3.276,-13.712,-6.143,-13.718,-2.71,-8.304,-0.604
2019/3/27 2:00,-3.82,-9.02,-26.19,-3.523,-13.882,-6.541,-14.179,-2.94,-8.819,-0.6211
2019/3/27 3:00,-3.937,-9.29,-26.3,-3.649,-14.038,-6.85,-14.449,-3.14,-9.321,-0.6493
2019/3/27 4:00,-3.979,-9.54,-26.76,-3.72,-14.08,-6.914,-14.455,-3.19,-9.632,-0.6548
2019/3/27 5:00,-3.966,-9.82,-28.02,-3.659,-14.482,-6.871,-14.277,-3.16,-9.651,-0.6432
2019/3/27 6:00,-3.855,-9.73,-29.72,-3.588,-15.133,-7.006,-15.2,-3.11,-9.851,-0.6492
2019/3/27 7:00,-3.651,-9.61,-30.8,-3.479,-15.856,-7.092,-16.398,-3.01,-9.867,-0.6819
2019/3/27 8:00,-3.799,-10.29,-32.7,-3.604,-17.383,-7.271,-17.868,-3.2,-9.96,-0.7586
2019/3/27 9:00,-3.992,-10.69,-33.9,-3.701,-18.068,-7.333,-18.533,-3.24,-9.757,-0.8022
2019/3/27 10:00,-3.915,-10.43,-33.72,-3.629,-17.679,-7.135,-18.335,-3.16,-9.595,-0.823
2019/3/27 11:00,-3.879,-10.35,-33.56,-3.598,-17.393,-7.006,-18.099,-3.11,-9.735,-0.8351
2019/3/27 12:00,-3.506,-9.67,-32.05,-3.356,-15.993,-6.478,-16.902,-2.88,-9.3,-0.8281
2019/3/27 13:00,-3.616,-9.93,-33.06,-3.473,-16.923,-6.818,-17.518,-3.01,-9.5,-0.8487
2019/3/27 14:00,-3.612,-9.85,-32.66,-3.475,-16.827,-6.709,-17.352,-2.96,-9.198,-0.8524
2019/3/27 15:00,-3.579,-9.81,-32.11,-3.452,-16.52,-6.682,-17.061,-2.85,-9.142,-0.8495
2019/3/27 16:00,-3.688,-10,-32.58,-3.473,-16.555,-6.635,-17.174,-2.91,-9.344,-0.8429
2019/3/27 17:00,-3.844,-10.18,-33.02,-3.461,-16.395,-6.58,-17.007,-3.01,-9.41,-0.8147
2019/3/27 18:00,-4.038,-10.31,-34.4,-3.471,-16.966,-6.957,-17.237,-3.15,-9.806,-0.8289
2019/3/27 19:00,-3.972,-10.02,-33.79,-3.369,-16.528,-6.922,-16.978,-3.13,-9.875,-0.8589
2019/3/27 20:00,-3.828,-9.63,-32.86,-3.296,-15.999,-6.65,-16.388,-3.02,-9.555,-0.8356
2019/3/27 21:00,-3.649,-9.19,-31.6,-3.161,-15.597,-6.458,-15.728,-2.85,-9.16,-0.795
2019/3/27 22:00,-3.513,-9.03,-30.35,-3.103,-14.9,-6.098,-15.098,-2.66,-8.656,-0.742
2019/3/27 23:00,-3.592,-8.85,-28.29,-3.063,-14.377,-5.77,-14.28,-2.56,-8.255,-0.6842
2019/3/28 0:00,-3.528,-8.57,-26.17,-2.963,-13.507,-5.708,-13.378,-2.49,-7.767,-0.6321
2019/3/28 1:00,-3.667,-8.95,-25.07,-3.072,-13.245,-5.798,-13.14,-2.57,-7.825,-0.6162
2019/3/28 2:00,-3.817,-9.29,-24.89,-3.315,-13.373,-6.156,-13.662,-2.79,-8.365,-0.6317
2019/3/28 3:00,-3.945,-9.62,-25,-3.497,-13.5,-6.43,-13.868,-2.97,-8.835,-0.6631
2019/3/28 4:00,-4.071,-9.94,-25.19,-3.539,-13.505,-6.484,-13.666,-3,-9.003,-0.6652
2019/3/28 5:00,-4.024,-10.22,-25.96,-3.482,-13.627,-6.273,-13.489,-2.9,-8.872,-0.6523
2019/3/28 6:00,-3.921,-10.15,-27.39,-3.414,-14.26,-6.312,-14.247,-2.82,-8.772,-0.6636
2019/3/28 7:00,-3.611,-9.86,-29.2,-3.42,-15.185,-6.424,-15.421,-2.84,-9.09,-0.7068
2019/3/28 8:00,-3.699,-10.25,-32.06,-3.716,-17.129,-6.924,-17.068,-3.19,-9.622,-0.7948
2019/3/28 9:00,-3.861,-10.62,-33.92,-3.879,-18.157,-7.033,-17.76,-3.18,-9.787,-0.8562
2019/3/28 10:00,-3.922,-10.65,-34.19,-3.787,-17.93,-6.757,-17.68,-3.18,-9.801,-0.8847
2019/3/28 11:00,-3.939,-10.59,-33.98,-3.744,-17.717,-6.682,-17.743,-3.07,-9.665,-0.8801
2019/3/28 12:00,-3.612,-10.02,-31.87,-3.497,-16.304,-6.256,-16.538,-2.87,-9.19,-0.8761
2019/3/28 13:00,-3.737,-10.32,-32.88,-3.645,-17.165,-6.527,-17.255,-2.99,-9.373,-0.8955
2019/3/28 14:00,-3.754,-10.28,-32.87,-3.586,-17.015,-6.592,-17.154,-2.93,-9.14,-0.9083
2019/3/28 15:00,-3.736,-10.22,-32.76,-3.551,-16.749,-6.563,-17.111,-2.89,-8.993,-0.8895
2019/3/28 16:00,-3.829,-10.37,-33.28,-3.593,-16.767,-6.582,-17.203,-2.95,-9.247,-0.8919
2019/3/28 17:00,-3.968,-10.42,-34.14,-3.596,-16.706,-6.581,-17.355,-3,-9.337,-0.884
2019/3/28 18:00,-4.156,-10.84,-35.68,-3.671,-17.416,-6.968,-17.805,-3.16,-9.726,-0.8964
2019/3/28 19:00,-4.077,-10.56,-35.09,-3.632,-17.076,-6.862,-17.633,-3.15,-9.738,-0.9153
2019/3/28 20:00,-3.954,-10.2,-34.13,-3.578,-16.62,-6.643,-17.083,-3.04,-9.385,-0.888
2019/3/28 21:00,-3.837,-9.68,-32.88,-3.464,-16.172,-6.319,-16.445,-2.87,-8.953,-0.8413
2019/3/28 22:00,-3.748,-9.5,-31.54,-3.404,-15.455,-6.005,-15.63,-2.67,-8.537,-0.7845
2019/3/28 23:00,-3.831,-9.47,-29.53,-3.389,-14.935,-5.819,-14.894,-2.57,-8.085,-0.7303
2019/3/29 0:00,-3.738,-9.2,-27.33,-3.319,-14.019,-5.701,-13.914,-2.48,-7.648,-0.6742
2019/3/29 1:00,-3.846,-9.47,-26.16,-3.435,-13.78,-5.907,-13.691,-2.57,-7.755,-0.6562
2019/3/29 2:00,-3.956,-9.74,-25.94,-3.639,-13.892,-6.314,-14.105,-2.8,-8.227,-0.6647
2019/3/29 3:00,-4.056,-9.94,-25.97,-3.742,-13.987,-6.656,-14.338,-2.99,-8.759,-0.6899
2019/3/29 4:00,-4.159,-10.1,-26.32,-3.757,-13.941,-6.71,-14.251,-3.04,-8.953,-0.6943
2019/3/29 5:00,-4.116,-10.35,-27.51,-3.675,-14.238,-6.596,-14.198,-2.96,-8.829,-0.6824
2019/3/29 6:00,-4.103,-10.3,-30.13,-3.668,-14.884,-6.788,-15.029,-2.91,-8.82,-0.6996
2019/3/29 7:00,-3.836,-10.02,-32.92,-3.604,-15.706,-6.776,-16.138,-2.9,-8.989,-0.7613
2019/3/29 8:00,-3.778,-10.42,-36.26,-3.759,-17.458,-7.013,-17.716,-3.19,-9.364,-0.8558
2019/3/29 9:00,-3.821,-10.87,-38.39,-3.793,-18.157,-7.052,-18.33,-3.23,-9.456,-0.9288
2019/3/29 10:00,-3.841,-10.64,-38.42,-3.724,-17.722,-6.805,-18.358,-3.13,-9.27,-0.9477
2019/3/29 11:00,-3.739,-10.43,-37.78,-3.678,-17.245,-6.663,-18.178,-3.06,-9.297,-0.9626
2019/3/29 12:00,-3.526,-9.75,-36.07,-3.47,-15.849,-6.149,-16.94,-2.84,-8.899,-0.9277
2019/3/29 13:00,-3.613,-10.1,-36.83,-3.611,-16.614,-6.515,-17.429,-2.92,-9.226,-0.9613
2019/3/29 14:00,-3.602,-10.04,-36.39,-3.564,-16.341,-6.453,-17.25,-2.87,-9.027,-0.9409
2019/3/29 15:00,-3.588,-9.7,-36.02,-3.508,-15.999,-6.366,-16.827,-2.85,-9.081,-0.9426
2019/3/29 16:00,-3.71,-9.82,-36.41,-3.525,-15.947,-6.408,-16.798,-2.91,-9.195,-0.9342
2019/3/29 17:00,-3.851,-9.77,-37.38,-3.514,-15.779,-6.352,-16.608,-2.97,-9.336,-0.9185
2019/3/29 18:00,-4.037,-10.26,-38.29,-3.595,-16.408,-6.729,-17.051,-3.12,-9.567,-0.9195
2019/3/29 19:00,-3.97,-10.13,-37.47,-3.549,-16.067,-6.748,-16.96,-3.09,-9.585,-0.9292
2019/3/29 20:00,-3.821,-9.77,-36.21,-3.473,-15.742,-6.589,-16.439,-2.99,-9.259,-0.8967
2019/3/29 21:00,-3.681,-9.34,-34.7,-3.355,-15.369,-6.393,-15.777,-2.84,-8.903,-0.8517
