,TSO_Hokkaido,TSO_Tohoku,TSO_Tokyo,TSO_Hokuriku,TSO_Chubu,TSO_Chugoku,TSO_Kansai,TSO_Shikoku,TSO_Kyushu,TSO_Okinawa
2019/1/1 0:00,-4.047,-9.58,-30.17,-3.413,-12.714,-6.783,-15.254,-3.24,-9.618,-0.7022
2019/1/1 1:00,-4.166,-9.69,-28.49,-3.465,-12.362,-6.753,-14.677,-3.28,-9.565,-0.6831
2019/1/1 2:00,-4.244,-9.85,-27.3,-3.559,-12.082,-6.807,-14.508,-3.36,-9.687,-0.6917
2019/1/1 3:00,-4.349,-9.94,-26.36,-3.578,-11.754,-6.83,-14.155,-3.35,-9.73,-0.7
2019/1/1 4:00,-4.392,-9.86,-25.79,-3.501,-11.395,-6.647,-13.592,-3.27,-9.551,-0.6914
2019/1/1 5:00,-4.284,-9.62,-25.92,-3.282,-11.141,-6.27,-12.998,-3.06,-9.156,-0.6537
2019/1/1 6:00,-4.103,-9.29,-27.26,-3.049,-11.31,-6.189,-13.077,-2.87,-8.808,-0.6194
2019/1/1 7:00,-3.707,-8.8,-29.05,-2.906,-11.957,-6.392,-13.789,-2.89,-9.05,-0.6383
2019/1/1 8:00,-3.556,-8.93,-30.14,-2.86,-12.683,-6.754,-14.772,-2.96,-9.373,-0.6696
2019/1/1 9:00,-3.363,-8.8,-28.86,-2.807,-12.138,-6.518,-14.584,-2.72,-9.362,-0.6883
2019/1/1 10:00,-3.254,-8.42,-27.13,-2.677,-11.285,-6.045,-13.822,-2.56,-9.058,-0.7035
2019/1/1 11:00,-3.204,-8.21,-25.64,-2.616,-10.646,-5.842,-13.193,-2.45,-8.931,-0.6898
2019/1/1 12:00,-3.175,-8.18,-24.72,-2.543,-10.321,-5.683,-12.785,-2.45,-8.759,-0.6977
2019/1/1 13:00,-3.184,-8.1,-24.21,-2.512,-10.007,-5.535,-12.625,-2.43,-8.562,-0.7138
2019/1/1 14:00,-3.271,-8.05,-24.26,-2.543,-9.876,-5.583,-12.895,-2.41,-8.422,-0.7077
2019/1/1 15:00,-3.452,-8.36,-25.01,-2.593,-10.12,-5.606,-13.144,-2.52,-8.588,-0.7022
2019/1/1 16:00,-3.62,-9.03,-27.36,-2.743,-10.91,-5.965,-13.636,-2.71,-8.949,-0.7033
2019/1/1 17:00,-3.762,-9.72,-30.52,-2.948,-12.239,-6.446,-14.851,-2.98,-9.772,-0.7296
2019/1/1 18:00,-3.794,-9.74,-31.41,-2.977,-12.51,-6.592,-15.194,-3.07,-10.063,-0.7743
2019/1/1 19:00,-3.772,-9.55,-31.6,-2.956,-12.555,-6.499,-15.126,-3.04,-9.923,-0.7729
2019/1/1 20:00,-3.765,-9.49,-31.66,-2.957,-12.55,-6.442,-15.015,-3,-9.82,-0.7634
2019/1/1 21:00,-3.778,-9.34,-31.33,-2.953,-12.35,-6.308,-14.859,-2.93,-9.639,-0.7459
2019/1/1 22:00,-3.677,-8.94,-30.11,-2.989,-11.722,-5.956,-14.255,-2.78,-9.266,-0.7167
2019/1/1 23:00,-3.819,-9.13,-28.83,-3.134,-11.435,-5.781,-13.798,-2.72,-8.843,-0.6879
2019/1/2 0:00,-3.805,-8.89,-26.87,-3.104,-10.774,-5.716,-13.006,-2.68,-8.311,-0.6503
2019/1/2 1:00,-3.927,-9.15,-25.62,-3.161,-10.555,-5.743,-12.654,-2.75,-8.334,-0.6359
2019/1/2 2:00,-4.099,-9.37,-25.08,-3.335,-10.624,-6.072,-12.861,-2.94,-8.738,-0.6472
2019/1/2 3:00,-4.202,-9.51,-24.68,-3.439,-10.596,-6.205,-12.802,-3.04,-9.03,-0.6611
2019/1/2 4:00,-4.227,-9.55,-24.52,-3.313,-10.371,-6.105,-12.479,-3.01,-9.052,-0.6564
2019/1/2 5:00,-4.166,-9.52,-25.06,-3.082,-10.246,-5.854,-12.078,-2.88,-8.843,-0.6251
2019/1/2 6:00,-4.057,-9.36,-26.74,-2.912,-10.48,-5.773,-12.27,-2.69,-8.669,-0.6053
2019/1/2 7:00,-3.767,-9.1,-28.95,-2.832,-11.104,-6.168,-13.194,-2.71,-8.991,-0.6331
2019/1/2 8:00,-3.729,-9.31,-30.17,-2.895,-11.842,-6.492,-14.508,-2.84,-9.538,-0.6673
2019/1/2 9:00,-3.627,-9.16,-29.22,-2.928,-11.844,-6.503,-14.746,-2.73,-9.808,-0.7111
2019/1/2 10:00,-3.38,-8.85,-27.74,-2.867,-11.555,-6.11,-14.376,-2.64,-9.581,-0.7203
2019/1/2 11:00,-3.275,-8.57,-26.62,-2.8,-10.957,-5.86,-14.153,-2.56,-9.216,-0.7298
2019/1/2 12:00,-3.272,-8.63,-25.97,-2.757,-10.637,-5.711,-13.884,-2.5,-8.657,-0.7178
2019/1/2 13:00,-3.273,-8.74,-25.57,-2.661,-10.588,-5.544,-13.567,-2.44,-8.45,-0.7162
2019/1/2 14:00,-3.415,-8.65,-25.67,-2.645,-10.535,-5.529,-13.327,-2.42,-8.063,-0.7225
2019/1/2 15:00,-3.673,-8.77,-26.62,-2.666,-10.706,-5.642,-13.513,-2.51,-8.002,-0.7271
2019/1/2 16:00,-3.827,-9.56,-29.04,-2.816,-11.389,-5.815,-14.102,-2.72,-8.679,-0.736
2019/1/2 17:00,-4.039,-10.32,-32.02,-3.069,-12.785,-6.542,-15.473,-3.06,-9.883,-0.7706
2019/1/2 18:00,-4.082,-10.27,-32.86,-3.124,-13.075,-6.803,-15.946,-3.21,-10.526,-0.8135
2019/1/2 19:00,-4.039,-10.14,-33,-3.092,-13.103,-6.837,-15.989,-3.2,-10.594,-0.8082
2019/1/2 20:00,-4.034,-9.98,-32.98,-3.065,-13.1,-6.754,-16.002,-3.18,-10.594,-0.7945
2019/1/2 21:00,-3.996,-9.73,-32.51,-3.036,-12.882,-6.615,-15.698,-3.09,-10.416,-0.7676
2019/1/2 22:00,-3.843,-9.36,-31.27,-3.072,-12.287,-6.301,-15.087,-2.91,-10.13,-0.731
2019/1/2 23:00,-4.022,-9.47,-30.03,-3.203,-12.1,-6.213,-14.672,-2.87,-9.763,-0.6972
2019/1/3 0:00,-3.972,-9.22,-27.88,-3.194,-11.437,-6.199,-13.876,-2.87,-9.336,-0.6577
2019/1/3 1:00,-4.092,-9.55,-26.49,-3.294,-11.136,-6.175,-13.488,-2.95,-9.336,-0.6381
2019/1/3 2:00,-4.224,-9.88,-25.88,-3.451,-11.137,-6.416,-13.523,-3.12,-9.62,-0.6546
2019/1/3 3:00,-4.335,-10.04,-25.52,-3.564,-10.999,-6.52,-13.342,-3.16,-9.75,-0.6693
2019/1/3 4:00,-4.329,-10.03,-25.43,-3.468,-10.723,-6.37,-12.876,-3.1,-9.681,-0.6628
2019/1/3 5:00,-4.243,-9.94,-26.06,-3.253,-10.578,-6.118,-12.393,-2.92,-9.441,-0.6297
2019/1/3 6:00,-4.121,-9.64,-27.91,-3.074,-10.883,-6.06,-12.637,-2.78,-9.367,-0.6128
2019/1/3 7:00,-3.825,-9.4,-30.17,-2.965,-11.678,-6.409,-13.612,-2.85,-9.813,-0.6451
2019/1/3 8:00,-3.747,-9.78,-31.71,-3.026,-12.518,-6.843,-15.023,-2.99,-10.153,-0.6909
2019/1/3 9:00,-3.594,-9.85,-31.05,-3.123,-12.434,-6.731,-15.337,-2.82,-9.594,-0.7295
2019/1/3 10:00,-3.511,-9.66,-29.46,-3.106,-11.928,-6.244,-14.969,-2.67,-8.955,-0.741
2019/1/3 11:00,-3.43,-9.44,-28.19,-2.993,-11.436,-5.922,-14.617,-2.58,-8.489,-0.7487
2019/1/3 12:00,-3.446,-9.08,-27.55,-2.931,-11.163,-5.809,-14.255,-2.49,-8.148,-0.7635
2019/1/3 13:00,-3.542,-8.91,-27.11,-2.86,-10.936,-5.59,-14.107,-2.45,-7.788,-0.756
2019/1/3 14:00,-3.643,-8.9,-27.18,-2.851,-11.033,-5.522,-14.039,-2.44,-7.636,-0.7479
2019/1/3 15:00,-3.891,-9.17,-28.18,-2.869,-11.335,-5.62,-14.273,-2.52,-7.898,-0.7515
2019/1/3 16:00,-4.03,-9.94,-30.9,-3.008,-12.042,-5.838,-14.952,-2.75,-8.579,-0.7532
2019/1/3 17:00,-4.174,-10.62,-34.42,-3.254,-13.551,-6.619,-16.36,-3.1,-9.812,-0.7786
2019/1/3 18:00,-4.179,-10.65,-35.45,-3.29,-13.88,-6.939,-16.934,-3.27,-10.594,-0.8363
2019/1/3 19:00,-4.131,-10.49,-35.53,-3.241,-13.881,-6.97,-16.933,-3.25,-10.734,-0.8351
2019/1/3 20:00,-4.065,-10.22,-35.35,-3.198,-13.815,-6.928,-16.847,-3.22,-10.729,-0.8192
2019/1/3 21:00,-3.956,-9.84,-34.47,-3.115,-13.47,-6.733,-16.386,-3.12,-10.422,-0.7892
2019/1/3 22:00,-3.78,-9.27,-32.76,-3.103,-12.708,-6.328,-15.619,-2.94,-10.022,-0.7444
2019/1/3 23:00,-3.936,-9.31,-30.97,-3.206,-12.473,-6.273,-15.069,-2.89,-9.575,-0.701
2019/1/4 0:00,-3.917,-9.02,-28.53,-3.168,-11.846,-6.29,-14.225,-2.87,-9.144,-0.6523
2019/1/4 1:00,-4.067,-9.35,-27.13,-3.254,-11.593,-6.301,-13.799,-2.97,-9.228,-0.6358
2019/1/4 2:00,-4.189,-9.66,-26.48,-3.406,-11.607,-6.685,-13.832,-3.14,-9.589,-0.6524
2019/1/4 3:00,-4.291,-9.82,-26.17,-3.45,-11.471,-6.794,-13.717,-3.18,-9.812,-0.6689
2019/1/4 4:00,-4.302,-9.87,-26.23,-3.377,-11.239,-6.686,-13.31,-3.14,-9.805,-0.6685
2019/1/4 5:00,-4.253,-9.87,-27.58,-3.239,-11.277,-6.554,-13.098,-3.06,-9.798,-0.6496
2019/1/4 6:00,-4.23,-10.03,-31.12,-3.185,-12.204,-6.769,-14.148,-3.12,-10.293,-0.6623
2019/1/4 7:00,-3.999,-9.91,-34.49,-3.198,-13.439,-7.461,-15.699,-3.3,-11.194,-0.7145
2019/1/4 8:00,-4.048,-10.54,-36.65,-3.287,-14.714,-7.962,-17.318,-3.49,-11.63,-0.7682
2019/1/4 9:00,-4.047,-10.63,-36.24,-3.299,-14.663,-7.685,-17.413,-3.29,-10.862,-0.8023
2019/1/4 10:00,-3.918,-10.29,-34.41,-3.176,-13.906,-7.164,-16.803,-3.1,-10.043,-0.8167
2019/1/4 11:00,-3.854,-9.98,-32.91,-3.042,-13.3,-6.742,-16.169,-2.98,-9.656,-0.8062
2019/1/4 12:00,-3.754,-9.64,-31.76,-2.928,-12.749,-6.532,-15.659,-2.85,-9.537,-0.7912
2019/1/4 13:00,-3.783,-9.61,-31.34,-2.887,-12.681,-6.697,-15.409,-2.92,-9.767,-0.8135
2019/1/4 14:00,-3.822,-9.61,-31.32,-2.847,-12.548,-6.774,-15.316,-3.06,-9.618,-0.8113
2019/1/4 15:00,-3.987,-9.68,-32.04,-2.885,-12.768,-6.811,-15.929,-3.01,-9.816,-0.8095
2019/1/4 16:00,-4.177,-10.39,-34.45,-3.048,-13.475,-6.874,-16.513,-3.2,-10.335,-0.8121
2019/1/4 17:00,-4.314,-10.8,-37.54,-3.302,-14.856,-7.495,-17.808,-3.45,-11.075,-0.8166
2019/1/4 18:00,-4.283,-10.71,-37.93,-3.349,-15.027,-7.611,-18.028,-3.5,-11.312,-0.868
2019/1/4 19:00,-4.203,-10.48,-37.51,-3.292,-14.898,-7.415,-17.828,-3.41,-11.049,-0.8587
2019/1/4 20:00,-4.128,-10.19,-36.82,-3.204,-14.561,-7.328,-17.409,-3.28,-10.694,-0.835
2019/1/4 21:00,-4.035,-9.72,-35.48,-3.069,-13.927,-6.873,-16.673,-3.1,-10.199,-0.7995
2019/1/4 22:00,-3.958,-9.22,-33.63,-2.991,-12.969,-6.442,-15.744,-2.86,-9.592,-0.7482
2019/1/4 23:00,-4.124,-9.28,-31.72,-3.022,-12.524,-6.164,-15.004,-2.75,-9.074,-0.7065
2019/1/5 0:00,-4.071,-8.98,-29.34,-2.943,-11.763,-6.044,-14.026,-2.65,-8.482,-0.661
2019/1/5 1:00,-4.199,-9.3,-27.83,-3.047,-11.452,-6.172,-13.585,-2.72,-8.527,-0.6438
2019/1/5 2:00,-4.337,-9.63,-27.09,-3.228,-11.527,-6.416,-13.672,-2.91,-8.938,-0.6587
2019/1/5 3:00,-4.399,-9.84,-26.63,-3.332,-11.444,-6.618,-13.62,-3.03,-9.284,-0.675
2019/1/5 4:00,-4.405,-9.86,-26.56,-3.305,-11.277,-6.51,-13.352,-3,-9.314,-0.6718
2019/1/5 5:00,-4.397,-9.8,-27.39,-3.131,-11.199,-6.307,-12.964,-2.89,-9.076,-0.6455
2019/1/5 6:00,-4.328,-9.67,-29.91,-2.989,-11.67,-6.32,-13.306,-2.76,-9.039,-0.6317
2019/1/5 7:00,-4.068,-9.55,-32.74,-2.973,-12.617,-6.75,-14.563,-2.84,-9.577,-0.6749
2019/1/5 8:00,-4.092,-10.37,-35.09,-3.228,-14.015,-7.394,-16.687,-3.24,-10.317,-0.73
2019/1/5 9:00,-3.946,-10.61,-34.94,-3.407,-14.473,-7.728,-17.804,-3.4,-10.735,-0.791
2019/1/5 10:00,-3.808,-10.43,-33.19,-3.4,-13.997,-7.63,-17.811,-3.4,-10.662,-0.8242
2019/1/5 11:00,-3.85,-10.28,-31.67,-3.322,-13.702,-7.353,-17.676,-3.41,-10.327,-0.809
2019/1/5 12:00,-3.915,-9.99,-30.45,-3.227,-13.393,-6.947,-17.178,-3.28,-9.961,-0.8017
2019/1/5 13:00,-4.006,-9.86,-29.98,-3.184,-13.178,-6.845,-16.612,-3.23,-9.81,-0.8355
2019/1/5 14:00,-4.073,-10.07,-29.71,-3.157,-13.14,-6.739,-16.283,-3.15,-9.675,-0.8382
2019/1/5 15:00,-4.293,-10.4,-30.18,-3.168,-13.118,-6.76,-16.386,-3.1,-9.598,-0.8284
2019/1/5 16:00,-4.335,-11.07,-32.27,-3.28,-13.711,-6.86,-16.778,-3.18,-9.912,-0.8315
2019/1/5 17:00,-4.466,-11.62,-35.45,-3.433,-14.835,-7.481,-17.775,-3.37,-10.595,-0.8419
2019/1/5 18:00,-4.522,-11.63,-36.14,-3.435,-14.95,-7.702,-17.962,-3.45,-11.04,-0.8816
2019/1/5 19:00,-4.443,-11.39,-36.04,-3.398,-14.779,-7.611,-17.778,-3.37,-10.939,-0.869
2019/1/5 20:00,-4.395,-11.09,-35.52,-3.366,-14.5,-7.386,-17.467,-3.26,-10.67,-0.8403
2019/1/5 21:00,-4.304,-10.62,-34.28,-3.267,-13.897,-7.053,-16.663,-3.1,-10.257,-0.803
2019/1/5 22:00,-4.163,-10.07,-32.53,-3.237,-13.097,-6.66,-15.765,-2.9,-9.85,-0.7729
2019/1/5 23:00,-4.31,-10.13,-30.82,-3.322,-12.743,-6.465,-15.08,-2.82,-9.336,-0.7479
2019/1/6 0:00,-4.269,-9.86,-28.77,-3.31,-12.08,-6.402,-14.212,-2.78,-8.855,-0.706
2019/1/6 1:00,-4.428,-10.12,-27.52,-3.387,-11.854,-6.466,-13.915,-2.88,-9.009,-0.6813
2019/1/6 2:00,-4.55,-10.4,-26.85,-3.57,-11.916,-6.722,-14.065,-3.08,-9.361,-0.6897
2019/1/6 3:00,-4.54,-10.56,-26.35,-3.615,-11.885,-6.881,-14.045,-3.19,-9.555,-0.7009
2019/1/6 4:00,-4.523,-10.59,-26.09,-3.541,-11.726,-6.737,-13.659,-3.15,-9.535,-0.6984
2019/1/6 5:00,-4.383,-10.47,-26.57,-3.348,-11.537,-6.473,-13.128,-2.97,-9.227,-0.663
2019/1/6 6:00,-4.228,-10.28,-28.36,-3.134,-11.919,-6.3,-13.238,-2.79,-9.033,-0.6431
2019/1/6 7:00,-3.948,-10.06,-30.72,-3.1,-12.779,-6.566,-14.301,-2.81,-9.412,-0.6755
2019/1/6 8:00,-3.969,-10.57,-33.38,-3.225,-14.104,-7.206,-16.129,-3.05,-9.952,-0.7138
2019/1/6 9:00,-4.017,-10.8,-35.81,-3.345,-14.641,-7.615,-17.401,-3.22,-9.871,-0.7627
2019/1/6 10:00,-4.03,-10.63,-36.92,-3.313,-14.495,-7.442,-17.574,-3.19,-9.296,-0.7971
2019/1/6 11:00,-3.852,-10.18,-35.25,-3.237,-14.014,-6.926,-16.661,-2.91,-8.886,-0.7949
2019/1/6 12:00,-3.763,-10.02,-34.31,-3.203,-13.643,-6.811,-16.594,-2.85,-8.657,-0.7909
2019/1/6 13:00,-3.811,-9.92,-34.28,-3.125,-13.518,-6.526,-16.384,-2.77,-8.568,-0.7731
2019/1/6 14:00,-3.898,-9.84,-33.79,-3.121,-13.53,-6.511,-16.033,-2.7,-8.432,-0.7627
2019/1/6 15:00,-4.02,-10.13,-34.13,-3.132,-13.779,-6.572,-16.158,-2.8,-8.464,-0.7611
2019/1/6 16:00,-4.136,-10.83,-36.69,-3.273,-14.594,-6.872,-16.77,-3.04,-9.158,-0.7937
2019/1/6 17:00,-4.42,-11.58,-39.56,-3.555,-15.991,-7.642,-18.38,-3.38,-10.247,-0.8323
2019/1/6 18:00,-4.498,-11.56,-40.13,-3.6,-16.352,-7.86,-19.008,-3.51,-11.039,-0.8817
2019/1/6 19:00,-4.399,-11.27,-39.93,-3.564,-16.153,-7.693,-18.957,-3.48,-11.033,-0.878
2019/1/6 20:00,-4.392,-10.97,-39.32,-3.519,-15.963,-7.6,-18.611,-3.39,-10.856,-0.8589
2019/1/6 21:00,-4.374,-10.54,-37.93,-3.414,-15.482,-7.27,-17.936,-3.22,-10.407,-0.8158
2019/1/6 22:00,-4.232,-9.85,-35.43,-3.341,-14.403,-6.71,-16.781,-2.97,-9.808,-0.7673
2019/1/6 23:00,-4.364,-9.91,-33.24,-3.452,-13.961,-6.458,-16.032,-2.9,-9.299,-0.7162
2019/1/7 0:00,-4.306,-9.66,-30.55,-3.44,-13.345,-6.384,-15.145,-2.87,-8.9,-0.6692
2019/1/7 1:00,-4.469,-10.03,-29.11,-3.584,-13.136,-6.468,-14.738,-2.98,-9.054,-0.6543
2019/1/7 2:00,-4.628,-10.35,-28.41,-3.747,-13.171,-6.852,-14.867,-3.18,-9.574,-0.6702
2019/1/7 3:00,-4.756,-10.64,-28.07,-3.788,-13.153,-7.1,-14.882,-3.28,-9.95,-0.693
2019/1/7 4:00,-4.758,-10.74,-28.53,-3.774,-13.135,-7.213,-14.685,-3.28,-10.145,-0.6974
2019/1/7 5:00,-4.734,-10.98,-30.89,-3.724,-13.684,-7.3,-14.966,-3.26,-10.332,-0.6863
2019/1/7 6:00,-4.775,-11.36,-36.22,-3.825,-15.675,-7.83,-16.793,-3.4,-11.043,-0.7156
2019/1/7 7:00,-4.61,-11.42,-40.38,-3.952,-17.795,-8.447,-18.967,-3.64,-12.019,-0.7743
2019/1/7 8:00,-4.717,-12.1,-42.77,-4.253,-19.878,-9.187,-21.014,-3.95,-12.476,-0.7972
2019/1/7 9:00,-4.671,-12.45,-43.04,-4.48,-20.678,-9.328,-21.665,-3.91,-12.023,-0.8226
2019/1/7 10:00,-4.531,-12.15,-41.53,-4.434,-20.115,-8.769,-21.209,-3.76,-11.237,-0.8284
2019/1/7 11:00,-4.412,-12.07,-40.42,-4.282,-19.586,-8.497,-20.871,-3.62,-10.855,-0.8295
2019/1/7 12:00,-4.207,-11.33,-38.12,-3.982,-18.249,-8.001,-19.804,-3.33,-10.157,-0.8155
2019/1/7 13:00,-4.387,-11.82,-39.01,-4.108,-19.07,-8.13,-20.497,-3.44,-10.221,-0.8214
2019/1/7 14:00,-4.444,-11.7,-38.97,-4.098,-19.145,-8.134,-20.26,-3.46,-10.075,-0.8292
2019/1/7 15:00,-4.561,-11.74,-39.6,-4.109,-19.073,-8.182,-20.123,-3.52,-10.24,-0.8398
2019/1/7 16:00,-4.689,-12.34,-41.91,-4.2,-19.596,-8.287,-20.516,-3.71,-10.836,-0.8179
2019/1/7 17:00,-4.733,-12.48,-44.04,-4.255,-20.199,-8.661,-21.228,-3.88,-11.594,-0.8221
2019/1/7 18:00,-4.676,-12.27,-44.22,-4.206,-20.042,-8.89,-21.252,-3.97,-12.213,-0.8739
2019/1/7 19:00,-4.577,-11.82,-43.56,-4.085,-19.417,-8.714,-20.766,-3.87,-12.153,-0.8661
2019/1/7 20:00,-4.477,-11.43,-42.77,-3.94,-18.794,-8.425,-20.108,-3.72,-11.773,-0.8396
2019/1/7 21:00,-4.368,-11.08,-41.23,-3.809,-18.191,-8.047,-19.389,-3.51,-11.295,-0.7964
2019/1/7 22:00,-4.197,-10.74,-39.1,-3.741,-17.323,-7.609,-18.295,-3.24,-10.722,-0.7603
2019/1/7 23:00,-4.348,-10.8,-36.32,-3.754,-16.537,-7.296,-17.414,-3.09,-10.079,-0.7242
2019/1/8 0:00,-4.262,-10.47,-33.22,-3.675,-15.725,-7.136,-16.249,-3.01,-9.467,-0.6799
2019/1/8 1:00,-4.408,-10.79,-31.52,-3.779,-15.339,-7.264,-15.792,-3.12,-9.476,-0.6583
2019/1/8 2:00,-4.6,-11.12,-30.8,-3.981,-15.302,-7.654,-15.943,-3.31,-9.911,-0.6781
2019/1/8 3:00,-4.683,-11.33,-30.46,-4.03,-15.213,-7.858,-15.915,-3.41,-10.21,-0.6997
2019/1/8 4:00,-4.718,-11.46,-30.82,-3.967,-15.19,-7.788,-15.686,-3.42,-10.309,-0.7019
2019/1/8 5:00,-4.674,-11.76,-33.3,-3.879,-15.558,-7.757,-15.905,-3.37,-10.432,-0.6934
2019/1/8 6:00,-4.704,-12.2,-38.8,-3.925,-17.404,-8.244,-17.65,-3.51,-11.186,-0.7141
2019/1/8 7:00,-4.52,-12.05,-42.76,-3.933,-18.791,-8.831,-19.589,-3.68,-11.866,-0.776
2019/1/8 8:00,-4.635,-12.52,-45.18,-4.236,-20.801,-9.526,-21.627,-4.06,-12.444,-0.8097
2019/1/8 9:00,-4.68,-12.73,-45.42,-4.391,-21.504,-9.445,-22.179,-4.05,-12.578,-0.8413
2019/1/8 10:00,-4.555,-12.4,-43.74,-4.337,-20.805,-8.878,-21.466,-3.82,-11.997,-0.8457
2019/1/8 11:00,-4.443,-12.32,-42.48,-4.338,-20.354,-8.545,-20.873,-3.69,-11.741,-0.8501
2019/1/8 12:00,-4.141,-11.66,-40.28,-4.122,-18.816,-7.781,-19.42,-3.43,-11.259,-0.8256
2019/1/8 13:00,-4.322,-12.19,-40.06,-4.291,-19.534,-7.961,-19.97,-3.58,-11.371,-0.8512
2019/1/8 14:00,-4.384,-12.16,-39.83,-4.277,-19.422,-7.805,-19.867,-3.55,-11.259,-0.8417
2019/1/8 15:00,-4.517,-12.31,-40.04,-4.262,-19.176,-7.858,-19.93,-3.58,-11.21,-0.8398
2019/1/8 16:00,-4.659,-12.85,-42.06,-4.362,-19.909,-7.959,-20.379,-3.74,-11.564,-0.8438
2019/1/8 17:00,-4.724,-13.12,-44.6,-4.391,-20.494,-8.484,-21.144,-3.92,-12.273,-0.8716
2019/1/8 18:00,-4.659,-12.97,-44.82,-4.326,-20.31,-8.815,-21.163,-4.03,-12.812,-0.9026
2019/1/8 19:00,-4.528,-12.43,-44.03,-4.148,-19.515,-8.569,-20.591,-3.89,-12.576,-0.8914
2019/1/8 20:00,-4.429,-12.06,-42.86,-3.995,-18.712,-8.25,-19.887,-3.75,-12.11,-0.8621
2019/1/8 21:00,-4.279,-11.59,-41.17,-3.851,-18.017,-7.823,-19.223,-3.53,-11.439,-0.8208
2019/1/8 22:00,-4.104,-11.26,-38.93,-3.8,-17.104,-7.42,-18.093,-3.26,-10.821,-0.7619
2019/1/8 23:00,-4.234,-11.2,-36.11,-3.831,-16.438,-7.087,-17.1,-3.1,-10.103,-0.7074
2019/1/9 0:00,-4.161,-10.94,-33.14,-3.796,-15.428,-6.9,-15.926,-2.97,-9.423,-0.6604
2019/1/9 1:00,-4.353,-11.23,-31.41,-3.968,-15.107,-6.948,-15.543,-3.05,-9.479,-0.6407
2019/1/9 2:00,-4.565,-11.62,-30.65,-4.208,-15.148,-7.34,-15.727,-3.28,-9.988,-0.6574
2019/1/9 3:00,-4.776,-11.73,-30.23,-4.344,-15.064,-7.614,-15.824,-3.41,-10.359,-0.6764
2019/1/9 4:00,-4.811,-11.84,-30.45,-4.3,-15.029,-7.572,-15.673,-3.42,-10.57,-0.6799
2019/1/9 5:00,-4.738,-12.11,-32.6,-4.206,-15.607,-7.54,-15.878,-3.4,-10.737,-0.6706
2019/1/9 6:00,-4.779,-12.48,-37.81,-4.238,-17.296,-8.068,-17.568,-3.55,-11.523,-0.6942
2019/1/9 7:00,-4.601,-12.28,-41.45,-4.263,-18.844,-8.597,-19.659,-3.74,-12.176,-0.7565
2019/1/9 8:00,-4.724,-12.93,-43.73,-4.581,-21.048,-9.214,-21.752,-4.09,-12.715,-0.799
2019/1/9 9:00,-4.684,-13.31,-44.06,-4.777,-21.724,-9.286,-22.68,-4.04,-12.641,-0.8256
2019/1/9 10:00,-4.488,-12.96,-42.78,-4.74,-21.123,-9.058,-22.202,-3.82,-11.961,-0.8405
2019/1/9 11:00,-4.272,-12.67,-41.68,-4.673,-20.493,-8.859,-21.784,-3.73,-11.433,-0.8396
2019/1/9 12:00,-4.017,-12.02,-39.48,-4.407,-19.069,-8.263,-20.638,-3.52,-11.021,-0.8073
2019/1/9 13:00,-4.127,-12.29,-40.42,-4.545,-19.977,-8.656,-21.376,-3.72,-11.284,-0.8294
2019/1/9 14:00,-4.171,-12.26,-40.65,-4.522,-20.131,-8.693,-21.344,-3.7,-11.424,-0.8274
2019/1/9 15:00,-4.408,-12.29,-41.54,-4.495,-20.155,-8.85,-21.552,-3.88,-11.653,-0.8314
2019/1/9 16:00,-4.607,-12.89,-44.12,-4.566,-20.845,-8.95,-22.347,-4.07,-12.087,-0.829
2019/1/9 17:00,-4.665,-13.18,-46.86,-4.633,-21.652,-9.36,-22.889,-4.23,-12.757,-0.8438
2019/1/9 18:00,-4.583,-12.96,-47.01,-4.599,-21.579,-9.455,-22.757,-4.28,-13.021,-0.894
2019/1/9 19:00,-4.511,-12.47,-46.38,-4.471,-20.947,-9.126,-22.101,-4.15,-12.72,-0.8886
2019/1/9 20:00,-4.437,-11.91,-45.36,-4.38,-20.284,-8.964,-21.343,-3.98,-12.381,-0.861
2019/1/9 21:00,-4.292,-11.35,-43.63,-4.219,-19.508,-8.583,-20.633,-3.74,-11.804,-0.8166
2019/1/9 22:00,-4.049,-10.92,-41.25,-4.164,-18.556,-8.052,-19.541,-3.45,-11.066,-0.7568
2019/1/9 23:00,-4.14,-10.86,-38.46,-4.19,-17.937,-7.822,-18.597,-3.36,-10.323,-0.7052
2019/1/10 0:00,-4.094,-10.44,-35.24,-4.11,-16.986,-7.635,-17.533,-3.32,-9.696,-0.6561
2019/1/10 1:00,-4.265,-10.72,-33.54,-4.196,-16.569,-7.638,-17.044,-3.4,-9.743,-0.6364
2019/1/10 2:00,-4.375,-11.04,-32.66,-4.376,-16.493,-7.964,-17.066,-3.57,-10.075,-0.6555
2019/1/10 3:00,-4.501,-11.22,-32.24,-4.403,-16.36,-8.192,-16.978,-3.64,-10.398,-0.6747
2019/1/10 4:00,-4.505,-11.31,-32.57,-4.311,-16.141,-8.051,-16.765,-3.6,-10.542,-0.6791
2019/1/10 5:00,-4.464,-11.5,-35.11,-4.251,-16.636,-7.944,-17.036,-3.53,-10.666,-0.6659
2019/1/10 6:00,-4.485,-11.88,-40.77,-4.396,-18.576,-8.537,-18.96,-3.72,-11.396,-0.6905
2019/1/10 7:00,-4.304,-11.69,-44.6,-4.419,-20.183,-9.166,-21.246,-3.95,-12.031,-0.75
